0	1	2	3
PP_1713	pcaQ	Transcriptional regulator PcaQ	
PP_1536			DUF2591 domain-containing protein
PP_1453	nudL	NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity	
PP_1428	mucA	Sigma factor AlgU negative regulatory protein	
PP_1353			Small-conductance mechanosensitive channel
PP_1294	moaE		Molybdopterin synthase catalytic subunit
PP_0994		RNA polymerase sigma factor	
PP_0804		Protein secretion ABC efflux system, permease and ATP-binding protein	
PP_0800			Fe-S oxidoreductase
PP_0778		Glycosyl transferase, group 1 family protein	
PP_0777			Glutathione peroxidase
PP_0741			DUF1722 domain-containing protein
PP_0712	ppkB		ADP/GDP-polyphosphate phosphotransferase
PP_0703		Transmembrane sensor	
PP_0682			UPF0114 protein PP_0682
PP_0651		Acetyltransferase, GNAT family	
PP_0636		Cold shock DNA-binding domain protein	
PP_0622	bamD		Outer membrane protein assembly factor BamD
PP_0602	ribF		Riboflavin biosynthesis protein
PP_0485	ssb		Single-stranded DNA-binding protein
PP_0441	secE		Protein translocase subunit SecE
PP_0427	coq7		3-demethoxyubiquinol 3-hydroxylase
PP_0345		Heptose kinase WapP	
PP_0317		Methyl-accepting chemotaxis transducer	
PP_0136			Inhibitor of vertebrate lysozyme
PP_0089	osmC	Stress-induced peroxiredoxin, lipoyl-dependent peroxidase	
PP_0079		Transcriptional regulator	
PP_0065	trkA		Trk system potassium uptake protein TrkA
PP_0061	glyQ		Glycine--tRNA ligase alpha subunit
PP_0039		Uncharacterized protein	
PP_0028			DUF2790 domain-containing protein
PP_0598		Paraquat-inducible protein A	
PP_5532			DUF3077 domain-containing protein
PP_5579		Uncharacterized protein	
PP_5673	ddl		D-alanine--D-alanine ligase
PP_5717		Uncharacterized protein	
PP_1346	argJ		Arginine biosynthesis bifunctional protein ArgJ
PP_5413	atpD		ATP synthase subunit beta
PP_5358			DUF3301 domain-containing protein
PP_5306	exbB		Biopolymer transport protein ExbB
PP_5284			UPF0758 protein PP_5284
PP_5245		Transcriptional regulator, AraC family	
PP_5091			TM2 domain-containing protein
PP_5059			Divergent polysaccharide deacetylase family protein
PP_5023		Amino acid ABC transporter, permease protein	
PP_4979		Periplasmic binding protein	
PP_4913			TIGR02281 family clan AA aspartic protease
PP_4800	lipA		Lipoyl synthase
PP_4763		GCN5-related N-acetyltransferase	
PP_4748		Amino acid ABC transporter, periplasmic amino acid-binding protein	
PP_4594		Cystathionine gamma-synthase	
PP_4566		Drug/metabolite transporter	
PP_4546	hrpA	ATP-dependent helicase HrpA	
PP_4471	mgtE		Magnesium transporter MgtE
PP_4421		Aminotransferase	
PP_4322	ccmF	Holocytochrome c synthetase	
PP_4252	ccoQ-I	Cytochrome c oxidase subunit, cbb3-type	
PP_4210	macB		Macrolide export ATP-binding/permease protein MacB
PP_4174	fabA		3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
PP_4060	glgE		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
PP_3933			Probable membrane transporter protein
PP_3892		Uncharacterized protein	
PP_3774			Alginate lyase 2 domain-containing protein
PP_3768		Shikimate 5-dehydrogenase	
PP_3669		Transcriptional regulator, LysR family	
PP_3573		Monooxygenase	
PP_3517			DUF2950 domain-containing protein
PP_3498		Transposase	
PP_3386	vgrG-II	Type 6 secretion system protein	
PP_3287	fnrC	Transcriptional regulator with 4Fe-4S cluster Crp/Fnr family	
PP_3283	paaG	1,2-epoxyphenylacetyl-CoA isomerase	
PP_3262		Metallothionein	
PP_3186			Aminopyrimidine aminohydrolase
PP_3086		RNA polymerase sigma-70 factor	
PP_3044		Phage portal protein, lambda family	
PP_3026		Phage recombinase	
PP_3025		Transporter, LysE family	
PP_3003	aroQ-III		3-dehydroquinate dehydratase
PP_2994		Oxidoreductase, FMN-binding	
PP_2933	yghU	GSH-dependent disulfide bond oxidoreductase	
PP_2820	nfxB	HTH-type transcriptional regulator nfxB	
PP_2783		3-oxoacyl-(Acyl-carrier-protein) reductase	
PP_2667			Transport permease protein
PP_2661			HAD family hydrolase
PP_2513	galD		4-oxalomesaconate tautomerase
PP_2446		Uncharacterized protein	
PP_2426	calA	Coniferyl alcohol dehydrogenase	
PP_2369			RING-type E3 ubiquitin transferase
PP_2160	queF		NADPH-dependent 7-cyano-7-deazaguanine reductase
PP_2071			Cupin type-2 domain-containing protein
PP_2060	soxR		Redox-sensitive transcriptional activator SoxR
PP_2050			Acyl-CoA thioesterase
PP_1954			Beta-lactamase-related domain-containing protein
PP_1922			DUF2726 domain-containing protein
PP_1767	gyrA		DNA gyrase subunit A
PP_1685		Uncharacterized protein	
PP_1669		NLP/P60 family protein	
PP_1642			DNA-3-methyladenine glycosylase I
PP_1616	frmA	Formaldehyde dehydrogenase, glutathione-dependent	
PP_1560		Uncharacterized protein	
PP_1540		Uncharacterized protein	
PP_1521			Transposase
PP_1512			Energy transducer TonB
PP_1498		Lipoprotein	
PP_1427	rpoE		RNA polymerase sigma factor
PP_1380	pcaD	3-oxoadipate enol-lactonase 2	
PP_1292	moaC		Cyclic pyranopterin monophosphate synthase
PP_1040	tatB-I	Sec-independent protein translocase TatB	
PP_1011	glk		Glucokinase
PP_0980	pepA		Probable cytosol aminopeptidase
PP_0953	lptB		Lipopolysaccharide export system ATP-binding protein LptB
PP_0864	speC	Ornithine decarboxylase	
PP_0855			Ancillary SecYEG translocon subunit
PP_0834	yajC		Sec translocon accessory complex subunit YajC
PP_0793	fruB		phosphoenolpyruvate--protein phosphotransferase
PP_0768		Response regulator/TPR domain protein	
PP_0716		HlyD family secretion protein	
PP_0675	gdhA		Glutamate dehydrogenase
PP_0624	yfiH		Purine nucleoside phosphorylase
PP_0584		Methyl-accepting chemotaxis transducer	
PP_0559	accB		Biotin carboxyl carrier protein of acetyl-CoA carboxylase
PP_0467	rpsN		Small ribosomal subunit protein uS14
PP_0464	rplN		Large ribosomal subunit protein uL14
PP_0433	erpA		Iron-sulfur cluster insertion protein ErpA
PP_0312		Electron transfer flavoprotein, alpha subunit	
PP_0309			4-vinyl reductase 4VR domain-containing protein
PP_0204		Transcriptional regulator, GntR family	
PP_0202		CBS domain-containing protein	
PP_0173		Transcriptional factor-related protein	
PP_0095	yrdA		Gamma carbonic anhydrase family protein
PP_0027			DUF3147 family protein
PP_5441		Uncharacterized protein	
PP_5742		Uncharacterized protein	
PP_5551		Uncharacterized protein	
PP_5621		Uncharacterized protein	
PP_5679			DNA polymerase Y-family little finger domain-containing protein
PP_0190	dsbB2		Disulfide bond formation protein B 2
PP_5390			DUF2933 domain-containing protein
PP_5363			DUF3617 domain-containing protein
PP_5362			Glutamine synthetase
PP_5326	pstB2		Phosphate import ATP-binding protein PstB 2
PP_5297		Amino acid transporter	
PP_5220	elbB		Glyoxalase
PP_5133			DUF2868 domain-containing protein
PP_5122		Oxidoreductase, GMC family	
PP_5082	pilN	Type IV pili biogenesis protein PilN	
PP_5064	betA		Oxygen-dependent choline dehydrogenase
PP_5042			Fe-S-oxidoreductase
PP_5001	hslU		ATP-dependent protease ATPase subunit HslU
PP_4996			Putative pre-16S rRNA nuclease
PP_4959		Diguanylate cyclase	
PP_4841	urtA	Urea ABC transporter, periplasmic protein	
PP_4812			Putative 3-methyladenine DNA glycosylase
PP_4749		Amino acid ABC transporter, permease protein	
PP_4695			histidine kinase
PP_4622	hmgR	Hmg transcriptional repressor	
PP_4606		Outer membrane ferric siderophore receptor	
PP_4605		Transcriptional regulator, AraC family	
PP_4542		ABC transporter, ATP-binding protein/permease protein	
PP_4464		Transcriptional regulator, LysR family	
PP_4166			Histidine kinase
PP_4132			Zinc finger Ogr/Delta-type domain-containing protein
PP_4096			Thioredoxin-like fold domain-containing protein
PP_4094			SMI1/KNR4 family protein
PP_4051	treZ		Malto-oligosyltrehalose trehalohydrolase
PP_4038	pydA		Dihydrothymine dehydrogenase
PP_4034	hyuC	N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 2	
PP_3883		Phage holin	
PP_3859			DUF2313 domain-containing protein
PP_3822		Cytochrome c family protein	
PP_3718		Aminotransferase	
PP_3704		Uncharacterized protein	
PP_3697		Uncharacterized protein	
PP_3581			Histidine kinase
PP_3555		Transmembrane sensor	
PP_3410	cobM	Precorrin-4 C(11)-methyltransferase	
PP_3370	yajO	2-carboxybenzaldehyde reductase	
PP_3289		Acetyltransferase, GNAT family	
PP_3201		BNR domain protein	
PP_3104		Uncharacterized protein	
PP_2887			Catalase-related peroxidase
PP_2733			DUF2878 domain-containing protein
PP_2729			Chalcone isomerase domain-containing protein
PP_2603			Xylose isomerase-like TIM barrel domain-containing protein
PP_2581		Uncharacterized protein	
PP_2508		Uncharacterized protein	
PP_2447			Peptidase C39 family protein
PP_2430		Transcriptional regulator, AraC family	
PP_2335	prpC		Citrate synthase
PP_2196	speB	Agmatinase	
PP_2186		Formate dehydrogenase, delta subunit	
PP_2165		Response regulator	
PP_2030			DUF4381 domain-containing protein
PP_2004		Transcriptional regulator, AraC family	
PP_1982	ibpA	Small heat shock protein IbpA	
PP_1975		EmrB/QacA family drug resistance transporter	
PP_1971			DUF1285 domain-containing protein
PP_1884		Uncharacterized protein	
PP_1820		Benzoate transport protein	
PP_1724		ABC-type 2-aminoethylphosphonate transporter permease	
PP_1712		Uncharacterized protein	
PP_1701	sugE	Transporter	
PP_1688		Transcriptional regulator, LysR family	
PP_1674	bluB	5,6-dimethylbenzimidazole synthase	
PP_1667		Transporter	
PP_1619	truD		tRNA pseudouridine synthase D
PP_1513	rsmJ		Ribosomal RNA small subunit methyltransferase J
PP_1449			Filamentous haemagglutinin FhaB/tRNA nuclease CdiA-like TPS domain-containing protein
PP_1448			Pr6Pr family membrane protein
PP_1316	rpsI		Small ribosomal subunit protein uS9
PP_1278	algF		Alginate biosynthesis protein AlgF
PP_1189			TsaA-like domain-containing protein
PP_1182			histidine kinase
PP_1160		Asparaginase family protein	
PP_1108	quiP		Acyl-homoserine lactone acylase QuiP
PP_1094	rnfG		Ion-translocating oxidoreductase complex subunit G
PP_1078		ABC transporter, ATP-binding protein	
PP_1068	gltL	Glutamate / aspartate ABC transporter-ATP binding subunit	
PP_0880	dppC	Dipeptide ABC transporter-putative membrane subunit	
PP_0837	ycfJ	Regulator of flagellation	
PP_0590		Transcriptional regulator, ArsR family	
PP_0494	selB	Selenocysteyl-tRNA-specific translation elongation factor	
PP_0469	rplF		Large ribosomal subunit protein uL6
PP_0416			Phosphoglycolate phosphatase
PP_0375		Prolyl oligopeptidase family protein	
PP_0296	cbcX	Choline / betaine / carnitine ABC transporter-substrate binding protein	
PP_0240	ssuB		Aliphatic sulfonates import ATP-binding protein SsuB
PP_0215		Response regulator	
PP_0170		ABC transporter, periplasmic binding protein	
PP_0049			Glycosaminoglycan attachment site
PP_0034		Bactoprenol glycosyl-transferase from phage origin	
PP_1409	rsuA		Pseudouridine synthase
PP_5505			Small integral membrane protein
PP_5514			DUF2833 domain-containing protein
PP_5527		Phage transcriptional regulator	
PP_5549		Uncharacterized protein	
PP_5666		Microcin B17-like processing protein, McbB family	
PP_5675		Uncharacterized protein	
PP_5710			Lipoprotein
PP_5715		Uncharacterized protein	
PP_5739			PH domain-containing protein
PP_5270	dadA2		D-amino acid dehydrogenase 2
PP_5101	yggW		Heme chaperone HemW
PP_4921		Transporter, NCS1 nucleoside transporter family	
PP_4871			Cytokinin riboside 5'-monophosphate phosphoribohydrolase
PP_4848	cbpA		Curved DNA-binding protein
PP_4846	mnaT	L-amino acid N-acyltransferase	
PP_4773			Polyribonucleotide nucleotidyltransferase
PP_4722	greA		Transcription elongation factor GreA
PP_4684			Aminoglycoside phosphotransferase domain-containing protein
PP_4558		Acetyltransferase, GNAT family	
PP_4487	acsA1		Acetyl-coenzyme A synthetase 1
PP_4474	alaS		Alanine--tRNA ligase
PP_4265	fnrA	DNA-binding transcriptional dual regulator	
PP_4232		Cytochrome c family protein	
PP_4021	cpo	Non-heme chloroperoxidase	
PP_4020		Oxidoreductase	
PP_3969		Response regulator	
PP_3925			Aminoglycoside phosphotransferase domain-containing protein
PP_3794	pbpG	Periplasmic murein D-alanyl-D-alanine endopeptidase	
PP_3773			DUF1654 domain-containing protein
PP_3771			Chemotaxis protein
PP_3618			DUF6708 domain-containing protein
PP_3574			Enamine deaminase RidA
PP_3536		Uncharacterized protein	
PP_3490	mnxG	Manganese-oxidizing multicopper oxidase	
PP_3423	xcpT		Type II secretion system core protein G
PP_3360			Mechanosensitive ion channel protein MscS
PP_3300		Transcriptional regulator, tetR family	
PP_3277	paaB	Ring 1,2-phenylacetyl-CoA epoxidase regulatory subunit	
PP_3174		Oxidoreductase	
PP_3093			Type VI secretion system baseplate subunit TssK
PP_3074	bhbP	D-beta-hydroxybutyrate permease	
PP_3029			DNA (cytosine-5-)-methyltransferase
PP_3019		Carbon-nitrogen hydrolase family protein	
PP_2968			Nickel/cobalt efflux system
PP_2872	eamA	O-acetylserine/cysteine export transporter	
PP_2833		Transcriptional regulator, LysR family	
PP_2814			Phytanoyl-CoA dioxygenase
PP_2747			AMP-dependent synthetase/ligase domain-containing protein
PP_2726			DUF421 domain-containing protein
PP_2691		Uncharacterized protein	
PP_2677			Quinoprotein dehydrogenase-associated SoxYZ-like carrier
PP_2676		Periplasmic binding protein	
PP_2671			histidine kinase
PP_2632	bcsG	Endoglucanase	
PP_2596		ABC transporter, permease/ATP-binding protein	
PP_2545	tam	Trans-aconitate methyltransferase	
PP_2435	iscS-II		cysteine desulfurase
PP_2410	czcA-II	Cation efflux system protein	
PP_2373		Uncharacterized protein	
PP_2370			DUF934 domain-containing protein
PP_2364			Peptidase M14 carboxypeptidase A domain-containing protein
PP_2331			Inactive transglutaminase fused to 7 transmembrane helices
PP_2301	clpX		ATP-dependent Clp protease ATP-binding subunit ClpX
PP_2251			Chlorhexidine efflux transporter domain-containing protein
PP_2164			PilZ domain-containing protein
PP_2155	lolD		Lipoprotein-releasing system ATP-binding protein LolD
PP_2117	pdxB		Erythronate-4-phosphate dehydrogenase
PP_2104			Transmembrane protein
PP_2097		Sensory box protein	
PP_2077	lysA-I		Diaminopimelate decarboxylase
PP_1987		Methlytransferase, UbiE/COQ5 family	
PP_1883		Uncharacterized protein	
PP_1870	tpm		Thiopurine S-methyltransferase
PP_1765	ubiG		Ubiquinone biosynthesis O-methyltransferase
PP_1745		Oxidoreductase, short chain dehydrogenase/reductase family	
PP_1720		Alcohol dehydrogenase, zinc-containing	
PP_1611	kdsA1		2-dehydro-3-deoxyphosphooctonate aldolase 1
PP_1587		NhaP-type Na+/H+ and K+/H+ antiporters	
PP_1524	rlmAA	23S rRNA m1G745 methyltransferase	
PP_1516		RND membrane fusion protein	
PP_1394		Acetolactate synthase, large subunit	
PP_1356			Methylated-DNA-[protein]-cysteine S-methyltransferase DNA binding domain-containing protein
PP_1309			Cytochrome D ubiquinol oxidase subunit III
PP_1266		Fusaric acid resistance protein	
PP_1264		Fusaric acid resistance protein	
PP_1215	ruvC		Crossover junction endodeoxyribonuclease RuvC
PP_1134			NAD(P)/FAD-dependent oxidoreductase
PP_0905			Secreted protein
PP_0789	ampD	N-acetyl-anhydromuramyl-L-alanine-amidase	
PP_0740		Transcriptional regulator, MerR family	
PP_0695			DUF3375 domain-containing protein
PP_0652		Gluconate transporter	
PP_0621			MYND finger
PP_0563		Response regulator	
PP_0398	glpE		Thiosulfate sulfurtransferase GlpE
PP_0331			RHS repeat-associated core domain-containing protein
PP_0266	aguA		Agmatine deiminase
PP_0223		Monooxygenase, DszC family	
PP_0042			DUF2790 domain-containing protein
PP_5449			Lipoprotein
PP_5465		Uncharacterized protein	
PP_5620			MAE-28990/MAE-18760-like HEPN domain-containing protein
PP_5637			Prophage PSSB64-02
PP_5659		Uncharacterized protein	
PP_5677		Uncharacterized protein	
PP_5729			Peptidase inhibitor I78 family protein
PP_5262	norM		Probable multidrug resistance protein NorM
PP_5068	selO		Protein adenylyltransferase SelO
PP_4981			UPF0312 protein PP_4981
PP_4949		Peptidase, TldD/PmbA family	
PP_4901	yicG	Conserved inner membrane protein	
PP_4829	cobG	Precorrin-3B synthase	
PP_4796	holA		DNA polymerase III subunit delta
PP_4733	smpB		SsrA-binding protein
PP_4693	dksA		RNA polymerase-binding transcription factor DksA
PP_4692			Aminotransferase
PP_4669		OmpA family protein	
PP_4598			Bestrophin
PP_4552			MaoC-like domain-containing protein
PP_4524		Sodium-solute symporter	
PP_4363		Sensor histidine kinase/response regulator	
PP_4161	kdpA		Potassium-transporting ATPase potassium-binding subunit
PP_4077			Type VI secretion system baseplate subunit TssF
PP_4058	glgB		1,4-alpha-glucan branching enzyme GlgB
PP_4012	idh		Isocitrate dehydrogenase [NADP]
PP_3956			DUF1850 domain-containing protein
PP_3874			Head-tail adaptor protein
PP_3652		Transporter, LysE family	
PP_3611		Uncharacterized protein	
PP_3559		Glycine betaine ABC transporter (Permease)	
PP_3485			Peptidylprolyl isomerase
PP_3463	peaE	Phenylacetaldehyde dehydrogenase	
PP_3417	gntT	D-gluconate transporter	
PP_3394		3-hydroxy-3-methylglutaryl-CoA lyase	
PP_3364			histidine kinase
PP_3310	paoC	Promiscuous aromatic aldehyde dehydrogenase, molybdopterin-binding subunit	
PP_3219		Alkansulfonate monooxygenase	
PP_3091			ImcF-like family protein
PP_3064		Phage tail protein	
PP_3032		DNA-binding protein Roi-related protein	
PP_2976		Transposase	
PP_2924			DNA modification/repair radical SAM protein
PP_2919		Transcriptional regulator, LysR family	
PP_2891		Acetyltransferase, GNAT family	
PP_2870		Spermidine/putrescine-binding periplasmic protein	
PP_2795		AMP-binding domain protein	
PP_2789		Oxidoreductase	
PP_2631		Cellulose biosynthesis, BcsF/YhjT	
PP_2587		LuxR family transcriptional regulator	
PP_2551		Transcriptional regulator, LysR family	
PP_2481			ABM domain-containing protein
PP_2441		Uncharacterized protein	
PP_2433	xre		Antitoxin Xre
PP_2281		Capsid assembly protein	
PP_2078	lysR	Transcriptional activator protein LysR	
PP_2057	yraO	Uncharacterized transporter YraO	
PP_2029		von Willebrand factor type A domain protein	
PP_2025	sbcD		Nuclease SbcCD subunit D
PP_2008	fadH	2,4-dienoyl-CoA reductase	
PP_1993	fimV	Motility protein fimV	
PP_1956			Transporter
PP_1932			DUF2321 domain-containing protein
PP_1893	fadE		Acyl-coenzyme A dehydrogenase
