ACCESSION	UNIPROT_NAME	GID	GENE_NAME	SUBMITTED_PROTEIN_NAME	RECOMMENDED_PTN_NAME
Q88ND0	ALGX_PSEPK	PP_1282	algX		Alginate biosynthesis protein AlgX
Q88NE4	Q88NE4_PSEPK	PP_1268		HtrA suppressor protein sohA	
Q88NF6	Q88NF6_PSEPK	PP_1255		Cis-4-hydroxy-D-proline oxidase	
Q88NG3	Q88NG3_PSEPK	PP_1246		Uncharacterized protein	
Q88NJ6	Q88NJ6_PSEPK	PP_1211			Ribbon-helix-helix domain-containing protein
Q88NT9	Q88NT9_PSEPK	PP_1115		Lipoprotein	
Q88NZ1	Q88NZ1_PSEPK	PP_1062		MutT/nudix family protein	
Q88P38	Q88P38_PSEPK	PP_1015	gtsA	Mannose/glucose ABC transporter, glucose-binding periplasmic protein	
Q88P60	Q88P60_PSEPK	PP_0993			DUF2282 domain-containing protein
Q88PA4	Q88PA4_PSEPK	PP_0946	sodA		Superoxide dismutase
Q88PF0	Q88PF0_PSEPK	PP_0900		PAP2 family protein	
Q88PJ3	DER_PSEPK	PP_0857	der		GTPase Der
Q88PM3	Q88PM3_PSEPK	PP_0827	ptxC	Phosphonate transport system permease protein PtxC	
Q88PS4	PTA_PSEPK	PP_0774	pta		Phosphate acetyltransferase
Q88Q69	Q88Q69_PSEPK	PP_0627			DUF3094 domain-containing protein
Q88Q96	Q88Q96_PSEPK	PP_0599		Paraquat-inducible protein B	
Q88QS4	Q88QS4_PSEPK	PP_0414		Polyamine ABC transporter, permease protein	
Q88QV3	PQQF_PSEPK	PP_0381	pqqF		Coenzyme PQQ synthesis protein F
Q88R07	Q88R07_PSEPK	PP_0327	purU-I		Formyltetrahydrofolate deformylase
Q88R10	Q88R10_PSEPK	PP_0324	soxD	Sarcosine oxidase subunit delta	
Q88RB6	Q88RB6_PSEPK	PP_0217	desA	Delta-9 fatty acid desaturase	
Q88RE0	Q88RE0_PSEPK	PP_0192	fkl		Peptidyl-prolyl cis-trans isomerase
Q88RJ7	Q88RJ7_PSEPK	PP_0132	kinB		histidine kinase
Q88RR0	Q88RR0_PSEPK	PP_0069		Rossmann fold nucleotide-binding protein	
Q88RW1	Q88RW1_PSEPK	PP_0018			TIGR04255 family protein
A0A140FW94	A0A140FW94_PSEPK	PP_5540		Uncharacterized protein	
A0A140FWI2	A0A140FWI2_PSEPK	PP_5628			Carrier domain-containing protein
A0A140FWT7	A0A140FWT7_PSEPK	PP_5733		Metal-binding protein	
P59400	HISX_PSEPK	PP_0966	hisD		Histidinol dehydrogenase
Q88BZ8	Q88BZ8_PSEPK	PP_5385	czcC	Metal RND efflux outer membrane protein, CzcC family	
Q88C36	Q88C36_PSEPK	PP_5347	pycA	Pyruvate carboxylase subunit A	
Q88C83	Q88C83_PSEPK	PP_5300		Transcriptional regulator, LysR family	
Q88C90	Q88C90_PSEPK	PP_5293			Orotate phosphoribosyltransferase
Q88CA3	Q88CA3_PSEPK	PP_5278	kauB	4-guanidinobutyraldehyde dehydrogenase	
Q88CH6	Q88CH6_PSEPK	PP_5205			EVE domain-containing protein
Q88CL3	Q88CL3_PSEPK	PP_5167			Alpha/beta hydrolase
Q88CN7	Q88CN7_PSEPK	PP_5143			Probable membrane transporter protein
Q88CT1	Q88CT1_PSEPK	PP_5099			DUF4426 domain-containing protein
Q88CX7	SECB_PSEPK	PP_5053	secB		Protein-export protein SecB
Q88D13	Q88D13_PSEPK	PP_5016	tatA-II		Sec-independent protein translocase protein TatA
Q88D42	Q88D42_PSEPK	PP_4986		Channel protein, hemolysin III family	
Q88D90	Q88D90_PSEPK	PP_4937		Toluene tolerance protein	
Q88DF9	Q88DF9_PSEPK	PP_4866	braD	High-affinity branched-chain amino acid transport system permease protein BraD	
Q88DL8	Q88DL8_PSEPK	PP_4807	mrdA-II		Peptidoglycan D,D-transpeptidase MrdA
Q88DP2	Q88DP2_PSEPK	PP_4782	thiD	Phosphomethylpyrimidine kinase	
Q88DT0	Q88DT0_PSEPK	PP_4739			DUF3077 domain-containing protein
Q88DW4	Q88DW4_PSEPK	PP_4704			DUF748 domain-containing protein
Q88DW5	Q88DW5_PSEPK	PP_4703			ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein
Q88E09	Q88E09_PSEPK	PP_4659	ggt		Glutathione hydrolase proenzyme
Q88E31	Q88E31_PSEPK	PP_4637		5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase family protein	
Q88E43	Q88E43_PSEPK	PP_4625	cidB	Anti-holin regulator of holin CidA	
Q88E90	Q88E90_PSEPK	PP_4576	ybgJ	Allophanate hydrolase subunit	
Q88EC5	Q88EC5_PSEPK	PP_4541	ppiA		Peptidyl-prolyl cis-trans isomerase
Q88ED3	Q88ED3_PSEPK	PP_4532	srmB	ATP-dependent DEAD-box RNA helicase require for 50S ribosomal subunit biogenesis	
Q88ED4	Q88ED4_PSEPK	PP_4531			Secreted protein
Q88ES4	Q88ES4_PSEPK	PP_4379		Beta-ketoacyl-acyl-carrier-protein synthase I	
Q88ET4	Q88ET4_PSEPK	PP_4369	fliF		Flagellar M-ring protein
Q88F18	Q88F18_PSEPK	PP_4281	guaD		Guanine deaminase
Q88F82	Q88F82_PSEPK	PP_4216	pvdE	Pyoverdine ABC export system, fused ATPase and permease components	
Q88FA1	Q88FA1_PSEPK	PP_4197		Transcriptional regulator, GntR family	
Q88FJ2	Q88FJ2_PSEPK	PP_4103			Phosphate transporter
Q88FJ8	Q88FJ8_PSEPK	PP_4097	pgsA	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	
Q88FM2	Q88FM2_PSEPK	PP_4067	mccA	Methylcrotonyl-CoA carboxylase biotin-containing subunit alpha	
Q88FS5	Q88FS5_PSEPK	PP_4008	clpA	ATP-dependent serine protease	
Q88FU0	Q88FU0_PSEPK	PP_3992	xanP	Xanthine permease	
Q88FW1	Q88FW1_PSEPK	PP_3967		MutT/nudix family protein	
Q88G46	Q88G46_PSEPK	PP_3880		Uncharacterized protein	
Q88GA1	Q88GA1_PSEPK	PP_3824			Lipoprotein
Q88GI2	Q88GI2_PSEPK	PP_3741	mrdA-I		Peptidoglycan D,D-transpeptidase MrdA
Q88GN5	Q88GN5_PSEPK	PP_3685		Uncharacterized protein	
Q88GR4	Q88GR4_PSEPK	PP_3654		Leucine-responsive regulatory protein	
Q88GX5	Q88GX5_PSEPK	PP_3592		Transcriptional regulator, RpiR family	
Q88GZ8	Q88GZ8_PSEPK	PP_3567		Transcriptional regulator, LysR family	
Q88H04	Q88H04_PSEPK	PP_3561			Transporter
Q88H85	Q88H85_PSEPK	PP_3476		Type II secretion system protein G	
Q88HV2	Q88HV2_PSEPK	PP_3251			Iron-containing redox enzyme family protein
Q88HW8	Q88HW8_PSEPK	PP_3235			CBS domain-containing protein
Q88HZ6	Q88HZ6_PSEPK	PP_3206			NAD-dependent epimerase/dehydratase domain-containing protein
Q88IB2	Q88IB2_PSEPK	PP_3087		Excinuclease ABC subunit A	
Q88IG1	Q88IG1_PSEPK	PP_3038		Pyocin R2_PP, traC domain protein	
Q88IV5	Q88IV5_PSEPK	PP_2894			DUF2589 domain-containing protein
Q88J24	Q88J24_PSEPK	PP_2825		Integrase	
Q88JD7	Q88JD7_PSEPK	PP_2712		Uncharacterized protein	
Q88JE9	Q88JE9_PSEPK	PP_2700			Glutathione-dependent peroxiredoxin
Q88JH1	Q88JH1_PSEPK	PP_2678		Hydrolase	
Q88JI4	Q88JI4_PSEPK	PP_2665	agmR	Glycerol metabolism activator	
Q88JS1	Q88JS1_PSEPK	PP_2578			ABC-type transport auxiliary lipoprotein component domain-containing protein
Q88K16	Q88K16_PSEPK	PP_2477	iorA-I	Isoquinoline 1-oxidoreductase subunit alpha	
Q88K92	Q88K92_PSEPK	PP_2399			Putative DNA-binding domain-containing protein
Q88KC9	Q88KC9_PSEPK	PP_2361		Chaperone protein	
Q88L06	Q88L06_PSEPK	PP_2131	uup		ATP-binding protein Uup
Q88LD0	Q88LD0_PSEPK	PP_2005			CN hydrolase domain-containing protein
Q88LD6	Q88LD6_PSEPK	PP_1999	cvpA	Membrane protein required for colicin V production	
Q88LF5	Q88LF5_PSEPK	PP_1978		Transcriptional regulator, TetR family	
Q88LN9	Q88LN9_PSEPK	PP_1890		Type 1 pili chaperone protein FimC	
Q88LV8	Q88LV8_PSEPK	PP_1819		Methyl-accepting chemotaxis transducer	
Q88LX9	Q88LX9_PSEPK	PP_1798		Outer membrane efflux protein	
Q88M32	Q88M32_PSEPK	PP_1743	actP-I	Acetate permease	
Q88M44	APEB_PSEPK	PP_1730	apeB		Probable M18 family aminopeptidase 2
Q88M79	Q88M79_PSEPK	PP_1695			histidine kinase
Q88MA6	Q88MA6_PSEPK	PP_1668	hda	Regulator of DnaA that prevents premature reinitiation of DNA replication	
Q88MG4	ACCA_PSEPK	PP_1607	accA		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
Q88MH0	LPXD_PSEPK	PP_1601	lpxD		UDP-3-O-acylglucosamine N-acyltransferase
Q88MJ4	Q88MJ4_PSEPK	PP_1577		Phage tail tape meausure protein, lambda family	
Q88MK5	Q88MK5_PSEPK	PP_1566		Peptidase U35	
Q88MT6	Q88MT6_PSEPK	PP_1482	ydcV	Polyamine ABC transporter, permease protein	
Q88N20	Q88N20_PSEPK	PP_1396			ABM domain-containing protein
Q88NA9	CYSD_PSEPK	PP_1303	cysD		Sulfate adenylyltransferase subunit 2
Q88NK4	DPO4_PSEPK	PP_1203	dinB		DNA polymerase IV
Q88NL6	Q88NL6_PSEPK	PP_1191		S4 domain protein	
Q88PB5	Q88PB5_PSEPK	PP_0935	mreD		Rod shape-determining protein MreD
Q88PD9	Q88PD9_PSEPK	PP_0911		Uncharacterized protein	
Q88PF7	Q88PF7_PSEPK	PP_0893		ThiJ/PfpI family protein	
Q88PI7	Q88PI7_PSEPK	PP_0863			Sel1 repeat family protein
Q88PW1	Q88PW1_PSEPK	PP_0737	pagL-I		Lipid A deacylase
Q88PY4	Q88PY4_PSEPK	PP_0714		Transporter, PerM family	
Q88Q55	Q88Q55_PSEPK	PP_0643			Integrase
Q88Q65	COAE_PSEPK	PP_0631	coaE		Dephospho-CoA kinase
Q88QE6	Q88QE6_PSEPK	PP_0548	ubiX		Flavin prenyltransferase UbiX
Q88QG0	Q88QG0_PSEPK	PP_0534		Transcriptional regulator PfeR	
Q88QL2	RS4_PSEPK	PP_0478	rpsD		Small ribosomal subunit protein uS4
Q88QU3	Q88QU3_PSEPK	PP_0393			2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
Q88QZ0	Q88QZ0_PSEPK	PP_0344	waaP		Lipopolysaccharide core heptose(I) kinase
Q88RF3	Q88RF3_PSEPK	PP_0177			DUF1656 domain-containing protein
Q88RV5	Q88RV5_PSEPK	PP_0024		Membrane-associated metal-dependent hydrolase	
A0A140FW02	A0A140FW02_PSEPK	PP_5452			Prevent-host-death family protein
A0A140FWA7	A0A140FWA7_PSEPK	PP_5554			tRNA/rRNA methyltransferase SpoU type domain-containing protein
A0A140FWF5	A0A140FWF5_PSEPK	PP_5604		Subtilisin-like serine protease	
A0A140FWF9	A0A140FWF9_PSEPK	PP_5607			DUF998 domain-containing protein
A0A140FWP3	A0A140FWP3_PSEPK	PP_5691		Uncharacterized protein	
Q88C33	Q88C33_PSEPK	PP_5350		Transcriptional regulator, RpiR family	
Q88CJ3	Q88CJ3_PSEPK	PP_5188		Transcriptional regulator (AsnC/Lrp family)	
Q88CS4	Q88CS4_PSEPK	PP_5106	ygdD	Conserved inner membrane protein	
Q88CU1	SYR_PSEPK	PP_5089	argS		Arginine--tRNA ligase
Q88D74	Q88D74_PSEPK	PP_4953	yhiN	Oxidoreductase with FAD/NAD(P)-binding domain	
Q88DH1	Q88DH1_PSEPK	PP_4854	lip	Lipase	
Q88DN3	Q88DN3_PSEPK	PP_4792			DUF218 domain-containing protein
Q88DQ5	Q88DQ5_PSEPK	PP_4768		Exonuclease	
Q88DR7	Q88DR7_PSEPK	PP_4756	gabP-V	Gamma-aminobutyrate permease	
Q88DS7	Q88DS7_PSEPK	PP_4742	hsdS	Type I restriction-modification system, S subunit	
Q88DS9	Q88DS9_PSEPK	PP_4740	hsdR	Type I restriction enzyme EcoAI R protein	
Q88E58	Q88E58_PSEPK	PP_4610			Peptidase
Q88E80	Q88E80_PSEPK	PP_4586			M61 glycyl aminopeptidase
Q88EA1	ACEK_PSEPK	PP_4565	aceK		Isocitrate dehydrogenase kinase/phosphatase
Q88EB7	Q88EB7_PSEPK	PP_4549	fadD-I	Long-chain-fatty-acid/CoA ligase	
Q88EI5	ASTB_PSEPK	PP_4477	astB		N-succinylarginine dihydrolase
Q88ET6	Q88ET6_PSEPK	PP_4367	fliH	Flagellar assembly protein FliH	
Q88EY2	Q88EY2_PSEPK	PP_4319			Lipoprotein
Q88F50	Q88F50_PSEPK	PP_4249			KANL3/Tex30 alpha/beta hydrolase-like domain-containing protein
Q88F99	Q88F99_PSEPK	PP_4199		Lipoprotein	
Q88FD3	Q88FD3_PSEPK	PP_4165			AB hydrolase-1 domain-containing protein
Q88FF7	Q88FF7_PSEPK	PP_4139		Uncharacterized protein	
Q88FG0	Q88FG0_PSEPK	PP_4136		Transcriptional regulator, LuxR family	
Q88FJ1	Q88FJ1_PSEPK	PP_4104		Glutathione S-transferase family protein	
Q88FV8	Q88FV8_PSEPK	PP_3970	ybdR	Oxidoreductase, Zn-dependent and NAD(P)-binding	
Q88G58	Q88G58_PSEPK	PP_3867		Phage tail tube protein	
Q88G94	Q88G94_PSEPK	PP_3831			DNA topoisomerase
Q88GA6	Q88GA6_PSEPK	PP_3818		Periplamic phosphate-binding protein	
Q88GC9	Q88GC9_PSEPK	PP_3795		Uncharacterized protein	
Q88GG1	Q88GG1_PSEPK	PP_3763		CobF protein	
Q88GG4	CHER3_PSEPK	PP_3760	cheR3		Putative methyltransferase Cher3
Q88GJ2	Q88GJ2_PSEPK	PP_3730	aruR	Transcriptional regulatory protein AruR	
Q88GQ5	Q88GQ5_PSEPK	PP_3663		GGDEF domain protein	
Q88GR5	Q88GR5_PSEPK	PP_3653		Transporter, LysE family	
Q88H24	Q88H24_PSEPK	PP_3541			Protein MgtC
Q88H40	Q88H40_PSEPK	PP_3525			FAD/FMN-containing dehydrogenase
Q88H62	Q88H62_PSEPK	PP_3503		Sigma-54 dependent transcriptional regulator	
Q88HC4	Q88HC4_PSEPK	PP_3436	rarD	Chloramphenicol-sensitive protein	
Q88HD2	Q88HD2_PSEPK	PP_3428		Uncharacterized protein	
Q88HJ7	Q88HJ7_PSEPK	PP_3359		Hydroxycinnamic acid degradation regulator	
Q88HS4	Q88HS4_PSEPK	PP_3279	paaK		Phenylacetate-coenzyme A ligase
Q88HT9	Q88HT9_PSEPK	PP_3264	clsB		Cardiolipin synthase B
Q88HZ9	Q88HZ9_PSEPK	PP_3203		Major facilitator family transporter	
Q88I04	Q88I04_PSEPK	PP_3198		Ferredoxin, 2Fe-2S	
Q88IC6	Q88IC6_PSEPK	PP_3073	hbdH	3-hydroxybutyrate dehydrogenase	
Q88IC8	Q88IC8_PSEPK	PP_3071	aacs	Acetoacetyl-coenzyme A synthetase	
Q88IG6	Q88IG6_PSEPK	PP_3033		Transcriptional repressor, CI/C2 family	
Q88IP5	Q88IP5_PSEPK	PP_2954			ABM domain-containing protein
Q88IS1	Q88IS1_PSEPK	PP_2928		Saccharopine dehydrogenase	
Q88IT9	Q88IT9_PSEPK	PP_2910	lhgO	L-2-hydroxyglutarate oxidase	
Q88J23	Q88J23_PSEPK	PP_2826	mexT	Transcriptional regulator MexT	
Q88J47	Q88J47_PSEPK	PP_2802		Amino acid permease family protein	
Q88J56	Q88J56_PSEPK	PP_2793		Acyl-CoA dehydrogenase family protein	
Q88J58	Q88J58_PSEPK	PP_2791		Aminoglycoside phosphotransferase	
Q88JA4	Q88JA4_PSEPK	PP_2745		Universal stress protein family	
Q88JD8	Q88JD8_PSEPK	PP_2711		Oxidoreductase, short-chain dehydrogenase/reductase family	
Q88JI7	Q88JI7_PSEPK	PP_2662			Porin domain-containing protein
Q88K71	Q88K71_PSEPK	PP_2420		Outer membrane ferric siderophore receptor	
Q88K75	Q88K75_PSEPK	PP_2416		Iron ABC transporter, ATP-binding protein	
Q88KD2	Q88KD2_PSEPK	PP_2358		Type 1 pili subunit CsuA/B protein	
Q88KE2	Q88KE2_PSEPK	PP_2348			histidine kinase
Q88KF0	Q88KF0_PSEPK	PP_2340			Fe-S protein
Q88KK1	Q88KK1_PSEPK	PP_2289			DUF4376 domain-containing protein
Q88KY9	Q88KY9_PSEPK	PP_2150			FAD:protein FMN transferase
Q88L11	Q88L11_PSEPK	PP_2126		DNA-binding response regulator, LuxR family	
Q88L60	Q88L60_PSEPK	PP_2075			DUF6708 domain-containing protein
Q88LN1	Q88LN1_PSEPK	PP_1898		MotA/TolQ/ExbB proton channel family protein	
Q88M28	Y1747_PSEPK	PP_1747			UPF0270 protein PP_1747
Q88M33	Q88M33_PSEPK	PP_1742	yjcH		DUF485 domain-containing protein
Q88M88	Q88M88_PSEPK	PP_1686			Glutathione peroxidase
Q88MC1	Q88MC1_PSEPK	PP_1652	pfeS-II		histidine kinase
Q88ME2	Q88ME2_PSEPK	PP_1631			AMP nucleosidase
Q88MH1	Q88MH1_PSEPK	PP_1600		Skp-like protein	
Q88MU7	Q88MU7_PSEPK	PP_1471	thrC		Threonine synthase
Q88MY4	ERA_PSEPK	PP_1434	era		GTPase Era
Q88N16	Q88N16_PSEPK	PP_1400	kgtP	Alpha-ketoglutarate permease	
Q88N23	Q88N23_PSEPK	PP_1393		Transcriptional regulator	
Q88NG0	Q88NG0_PSEPK	PP_1249			DUF4223 domain-containing protein
Q88NK9	Q88NK9_PSEPK	PP_1198		Transcriptional regulator, Cro/CI family (HigA antitoxin like)	
Q88NW6	Q88NW6_PSEPK	PP_1087		Outer membrane protein, OmpA family	
Q88P84	Q88P84_PSEPK	PP_0969		Transcriptional regulator, GntR family	
Q88P97	Q88P97_PSEPK	PP_0955	lptC		Lipopolysaccharide export system protein LptC
Q88PA6	Q88PA6_PSEPK	PP_0944	fumC-I		Fumarate hydratase class II
Q88PB0	Q88PB0_PSEPK	PP_0940	tldD	Protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD	
Q88PB1	Q88PB1_PSEPK	PP_0939		Carbon-nitrogen hydrolase family protein	
Q88Q07	PROB_PSEPK	PP_0691	proB		Glutamate 5-kinase
Q88Q30	Q88Q30_PSEPK	PP_0668		Transmembrane sensor	
Q88Q34	Q88Q34_PSEPK	PP_0664			Homoserine dehydrogenase
Q88QL5	Q88QL5_PSEPK	PP_0474	secY		Protein translocase subunit SecY
Q88QN8	EFG1_PSEPK	PP_0451	fusA		Elongation factor G 1
Q88QP5	RL11_PSEPK	PP_0443	rplK		Large ribosomal subunit protein uL11
Q88QS3	Q88QS3_PSEPK	PP_0415	rpe		Ribulose-phosphate 3-epimerase
Q88R02	Q88R02_PSEPK	PP_0332		Acyltransferase	
Q88R16	Q88R16_PSEPK	PP_0318			DUF904 domain-containing protein
Q88RA3	TAUD_PSEPK	PP_0230	tauD		Alpha-ketoglutarate-dependent taurine dioxygenase
A0A140FVX6	A0A140FVX6_PSEPK	PP_5430		Uncharacterized protein	
A0A140FW00	A0A140FW00_PSEPK	PP_5450		Uncharacterized protein	
A0A140FW09	A0A140FW09_PSEPK	PP_5460		Uncharacterized protein	
A0A140FW32	A0A140FW32_PSEPK	PP_5479		Transcriptional regulator HTH, LysR family	
A0A140FW36	A0A140FW36_PSEPK	PP_5482		Uncharacterized protein	
A0A140FW59	A0A140FW59_PSEPK	PP_5503		CheA signal transduction histidine kinase	
A0A140FWC6	A0A140FWC6_PSEPK	PP_5575			DUF1795 domain-containing protein
A0A140FWF1	A0A140FWF1_PSEPK	PP_3399		Minor curlin subunit CsgB, nucleation component of curlin monomers	
Q88CA6	Q88CA6_PSEPK	PP_5275	yjiR	Regulator	
Q88CB2	DADX_PSEPK	PP_5269	dadX		Alanine racemase, catabolic
Q88CC6	Q88CC6_PSEPK	PP_5255	ycaC-IV	Hydrolase	
Q88CM3	Q88CM3_PSEPK	PP_5157			Solute-binding protein family 3/N-terminal domain-containing protein
Q88CQ2	ILVD_PSEPK	PP_5128	ilvD		Dihydroxy-acid dehydratase
Q88CR3	Q88CR3_PSEPK	PP_5117	yheT	Hydrolase	
Q88CT3	METXS_PSEPK	PP_5097	metXS		Homoserine O-succinyltransferase
Q88D69	Q88D69_PSEPK	PP_4958	ygjP	Metal-dependent hydrolase	
Q88D84	Q88D84_PSEPK	PP_4943		Glycosyl transferase	
Q88DV7	IF2_PSEPK	PP_4712	infB		Translation initiation factor IF-2
Q88DY9	Q88DY9_PSEPK	PP_4679	ilvH		Acetolactate synthase small subunit
Q88DZ8	Q88DZ8_PSEPK	PP_4670	TpbB	Diguanylate cyclase	
Q88E02	Q88E02_PSEPK	PP_4666	mmsB		3-hydroxyisobutyrate dehydrogenase
Q88E47	HGD_PSEPK	PP_4621	hmgA		Homogentisate 1,2-dioxygenase
Q88E99	Q88E99_PSEPK	PP_4567			DUF4265 domain-containing protein
Q88EE0	Q88EE0_PSEPK	PP_4525		Transcriptional regulator, LysR family	
Q88EL1	Q88EL1_PSEPK	PP_4451			DUF4935 domain-containing protein
Q88EM3	Q88EM3_PSEPK	PP_4431	ocd	Ornithine cyclodeaminase 1	
Q88EY3	Q88EY3_PSEPK	PP_4317		Uncharacterized protein	
Q88FH6	NUOB_PSEPK	PP_4120	nuoB		NADH-quinone oxidoreductase subunit B
Q88FH8	Q88FH8_PSEPK	PP_4118		Membrane protein	
Q88FQ1	Q88FQ1_PSEPK	PP_4037	pydX	NADP-dependent dihydropyrimidine dehydrogenase subunit	
Q88FU9	Q88FU9_PSEPK	PP_3982			AAA+ ATPase domain-containing protein
Q88G00	Q88G00_PSEPK	PP_3926		Short-chain dehydrogenase	
Q88G33	Q88G33_PSEPK	PP_3893			DNA helicase
Q88G50	Q88G50_PSEPK	PP_3876		Uncharacterized protein	
Q88GB9	Q88GB9_PSEPK	PP_3805	yaiW	Lipoprotein required for swarming	
Q88GQ1	Q88GQ1_PSEPK	PP_3667	creA	Creatinase	
Q88GS0	Q88GS0_PSEPK	PP_3648		Carboxymuconolactone decarboxylase family protein	
Q88H18	Q88H18_PSEPK	PP_3547		NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain	
Q88HG1	Q88HG1_PSEPK	PP_3397			Tandem-95 repeat protein
Q88HM9	GCH4_PSEPK	PP_3324	folE2		GTP cyclohydrolase FolE2
Q88HU6	Q88HU6_PSEPK	PP_3257		Methyltransferase	
Q88HX9	Q88HX9_PSEPK	PP_3224		Class II aldolase/adducin domain protein	
Q88HZ3	Q88HZ3_PSEPK	PP_3209		Isoxanthopterin deaminase	
Q88IC1	Q88IC1_PSEPK	PP_3078		ABC transporter, periplasmic binding protein	
Q88II4	Q88II4_PSEPK	PP_3015		Medium-chain acyl-CoA ligase domain protein	
Q88IV0	Q88IV0_PSEPK	PP_2899			DUF3188 domain-containing protein
Q88IY0	Q88IY0_PSEPK	PP_2869		Oxidoreductase, FMN-binding	
Q88J17	Q88J17_PSEPK	PP_2832	GbpR	Galactose-binding protein regulator	
Q88J87	Q88J87_PSEPK	PP_2762	sfnA	Acyl-CoA dehydrogenase/oxidase family protein	
Q88JB8	Q88JB8_PSEPK	PP_2731			Metal ABC transporter ATPase
Q88JE0	Q88JE0_PSEPK	PP_2709		Long-chain-fatty-acid--CoA ligase	
Q88JJ9	Q88JJ9_PSEPK	PP_2650	gbd	4-hydroxybutyrate dehydrogenase	
Q88JR1	Q88JR1_PSEPK	PP_2588		Aminotransferase, class III	
Q88JY3	Q88JY3_PSEPK	PP_2510		Uncharacterized protein	
Q88K59	Q88K59_PSEPK	PP_2432	nfnB	6,7-dihydropteridine reductase	
Q88K67	Q88K67_PSEPK	PP_2424			RNA 2',3'-cyclic phosphodiesterase
Q88KJ0	CLPP_PSEPK	PP_2300	clpP		ATP-dependent Clp protease proteolytic subunit
Q88KU9	Q88KU9_PSEPK	PP_2190		Uncharacterized protein	
Q88L71	Q88L71_PSEPK	PP_2064		Multidrug efflux RND membrane fusion protein	
Q88L80	Q88L80_PSEPK	PP_2055		Isomerase	
Q88LH0	Q88LH0_PSEPK	PP_1962		Site-specific recombinase, phage integrase family	
Q88LJ2	Q88LJ2_PSEPK	PP_1940		Methyl-accepting chemotaxis transducer	
Q88LK2	Q88LK2_PSEPK	PP_1929	arsB-I		Arsenical pump membrane protein
Q88LR6	Q88LR6_PSEPK	PP_1862			Probable membrane transporter protein
Q88LR9	Q88LR9_PSEPK	PP_1859	ohr	Organic hydroperoxide resistance protein	
Q88LS5	Q88LS5_PSEPK	PP_1853		Transcriptional regulator, LysR family	
Q88LU0	Q88LU0_PSEPK	PP_1837			Cardiolipin synthase N-terminal domain-containing protein
Q88LV9	Q88LV9_PSEPK	PP_1818		Uncharacterized protein	
Q88M27	Q88M27_PSEPK	PP_1748			Osmoprotectant NAGGN system M42 family peptidase
Q88M47	Q88M47_PSEPK	PP_1727		Transcriptional regulator, GntR family	
Q88MC6	Q88MC6_PSEPK	PP_1647			DUF306 domain-containing protein
Q88MG3	TILS_PSEPK	PP_1608	tilS		tRNA(Ile)-lysidine synthase
Q88MM7	Q88MM7_PSEPK	PP_1544		Uncharacterized protein	
Q88N52	Q88N52_PSEPK	PP_1364			PilZ domain-containing protein
Q88ND3	ALGJ_PSEPK	PP_1279	algJ		Probable alginate O-acetylase AlgJ
Q88NE9	Q88NE9_PSEPK	PP_1263		Fusaric acid resistance protein	
Q88NG5	Q88NG5_PSEPK	PP_1244			DUF3077 domain-containing protein
Q88NG9	PUR7_PSEPK	PP_1240	purC		Phosphoribosylaminoimidazole-succinocarboxamide synthase
Q88NI2	Q88NI2_PSEPK	PP_1227		Membrane protein	
Q88NJ3	Y1214_PSEPK	PP_1214			Probable transcriptional regulatory protein PP_1214
Q88NN1	Q88NN1_PSEPK	PP_1176		Uncharacterized protein	
Q88P20	Q88P20_PSEPK	PP_1033		Sulfatase domain protein	
Q88P26	EX7L_PSEPK	PP_1027	xseA		Exodeoxyribonuclease 7 large subunit
Q88P96	Q88P96_PSEPK	PP_0956	kdsC		3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
Q88PZ6	Q88PZ6_PSEPK	PP_0702		Major facilitator family transporter	
Q88Q48	Q88Q48_PSEPK	PP_0650			Transposase IS66 C-terminal domain-containing protein
Q88Q91	LSPA_PSEPK	PP_0604	lspA		Lipoprotein signal peptidase
Q88QC6	Q88QC6_PSEPK	PP_0568			Transposase IS200-like domain-containing protein
Q88QQ0	COAX_PSEPK	PP_0438	coaX		Type III pantothenate kinase
Q88QR0	Q88QR0_PSEPK	PP_0428	hinT	Aminoacyl-adenylate hydrolase/purine nucleoside phosphoramidase	
Q88QR7	TRPD_PSEPK	PP_0421	trpD		Anthranilate phosphoribosyltransferase
Q88QV5	PQQB_PSEPK	PP_0379	pqqB		Coenzyme PQQ synthesis protein B
Q88QV6	PQQC_PSEPK	PP_0378	pqqC		Pyrroloquinoline-quinone synthase
Q88QV7	PQQD1_PSEPK	PP_0377	pqqD1		PqqA binding protein 1
Q88QZ5	Q88QZ5_PSEPK	PP_0339	aceE		Pyruvate dehydrogenase E1 component
Q88R50	Q88R50_PSEPK	PP_0284	gabP-I	Gamma-aminobutyrate permease	
Q88R63	Q88R63_PSEPK	PP_0271	gltR-I	DNA-binding response regulator	
Q88RD6	Q88RD6_PSEPK	PP_0196	yheS	Of ABC superfamily informational factor: ATP-binding components	
